ts,src_ip,src_port,dst_ip,dst_port,proto,duration,src_bytes,dst_bytes,type,label
1600000913,192.168.1.199,54268,10.0.0.8,80,tcp,0.4093,1394,125,normal,0
1600000513,192.168.1.29,58610,10.0.0.6,1883,tcp,0.0451,576,244,normal,0
1600000296,192.168.1.181,27274,10.0.0.5,8883,tcp,0.433,582,984,normal,0
1600000533,192.168.1.27,45741,10.0.0.6,8883,tcp,0.3183,368,319,normal,0
1600000325,192.168.1.160,10448,10.0.0.1,502,tcp,1.2766,718,350,normal,0
1600000343,192.168.1.150,37762,10.0.0.6,1883,tcp,0.5861,2631,1776,normal,0
1600000150,192.168.1.80,39649,10.0.0.5,1883,tcp,2.285,3874,364,normal,0
1600000503,192.168.1.129,31658,10.0.0.4,502,tcp,0.0597,1825,1429,normal,0
1600000200,192.168.1.40,23734,10.0.0.5,8883,tcp,0.6071,3044,2631,normal,0
1600000426,192.168.1.116,9196,10.0.0.5,8883,tcp,1.5989,70330,48137,backdoor,1
1600000248,192.168.1.148,9564,10.0.0.1,80,tcp,0.0495,908,411,normal,0
1600000050,192.168.1.67,57144,10.0.0.7,502,tcp,1.4468,834,422,normal,0
1600000513,192.168.1.122,22534,10.0.0.6,502,tcp,0.442,2630,796,normal,0
1600000603,192.168.1.135,35980,10.0.0.8,1883,tcp,0.0042,728,342,normal,0
1600000212,192.168.1.192,10338,10.0.0.3,1883,tcp,0.6338,82113,13890,backdoor,1
1600000055,192.168.1.143,47724,10.0.0.7,8883,tcp,1.6631,114914,54979,backdoor,1
1600000433,192.168.1.147,56994,10.0.0.3,80,tcp,0.5065,680,440,normal,0
1600000780,192.168.1.182,16609,10.0.0.8,502,tcp,0.4691,980,401,normal,0
1600000573,192.168.1.146,56076,10.0.0.8,1883,tcp,1.3746,51442,43736,password,1
1600000502,192.168.1.153,58804,10.0.0.4,80,tcp,0.0741,4283,1841,normal,0
1600000642,192.168.1.21,22339,10.0.0.2,502,tcp,0.2074,1844,1900,normal,0
1600000697,192.168.1.190,24175,10.0.0.2,80,tcp,0.7958,44639,23166,scanning,1
1600000245,192.168.1.192,28169,10.0.0.3,1883,tcp,0.2548,1689,2251,normal,0
1600000319,192.168.1.136,9965,10.0.0.7,502,tcp,0.0733,925,2022,normal,0
1600000543,192.168.1.36,40740,10.0.0.8,502,tcp,0.5783,1664,702,normal,0
1600000524,192.168.1.142,54269,10.0.0.5,80,tcp,0.1182,3397,750,normal,0
1600000398,192.168.1.126,43447,10.0.0.9,1883,tcp,0.6261,2040,1354,normal,0
1600000131,192.168.1.61,33997,10.0.0.7,80,tcp,0.0565,1919,327,normal,0
1600000502,192.168.1.18,55641,10.0.0.5,8883,tcp,0.1143,2052,2146,normal,0
1600000030,192.168.1.154,3461,10.0.0.5,8883,tcp,0.0124,2890,1745,normal,0
1600000881,192.168.1.74,6246,10.0.0.4,1883,tcp,0.0485,1716,1403,normal,0
1600000747,192.168.1.36,36153,10.0.0.8,80,tcp,1.3233,18522,40917,ddos,1
1600000410,192.168.1.162,12524,10.0.0.5,8883,tcp,0.4978,3101,1935,normal,0
1600000737,192.168.1.89,16672,10.0.0.7,502,tcp,0.476,4986,1330,normal,0
1600000304,192.168.1.190,3443,10.0.0.6,502,tcp,0.5638,48153,33654,password,1
1600000112,192.168.1.54,35321,10.0.0.2,1883,tcp,0.1197,1056,612,normal,0
1600000320,192.168.1.146,28975,10.0.0.2,1883,tcp,0.2448,3039,1520,normal,0
1600000989,192.168.1.136,5170,10.0.0.9,8883,tcp,1.2404,89473,40850,backdoor,1
1600000464,192.168.1.44,55313,10.0.0.7,80,tcp,0.7566,1808,311,normal,0
1600000054,192.168.1.110,8649,10.0.0.4,8883,tcp,0.3284,1400,967,normal,0
1600000444,192.168.1.165,12204,10.0.0.9,502,tcp,0.9731,1056,379,normal,0
1600000575,192.168.1.69,55570,10.0.0.8,8883,tcp,0.0883,1952,1190,normal,0
1600000793,192.168.1.149,17352,10.0.0.2,502,tcp,0.5081,945,1241,normal,0
1600000685,192.168.1.27,17764,10.0.0.4,502,tcp,0.997,71076,27370,ddos,1
1600000016,192.168.1.176,52388,10.0.0.9,1883,tcp,0.3035,708,613,normal,0
1600000480,192.168.1.131,29137,10.0.0.4,80,tcp,1.2912,55702,6337,backdoor,1
1600000151,192.168.1.17,10537,10.0.0.6,1883,tcp,0.6393,4604,635,normal,0
1600000468,192.168.1.191,24427,10.0.0.5,8883,tcp,0.1704,206,509,normal,0
1600000020,192.168.1.69,55134,10.0.0.1,502,tcp,0.5261,896,645,normal,0
1600000851,192.168.1.81,21679,10.0.0.9,502,tcp,0.6527,71229,66574,ddos,1
1600000386,192.168.1.150,45931,10.0.0.4,80,tcp,1.1358,24431,43535,ddos,1
1600000361,192.168.1.85,32386,10.0.0.1,1883,tcp,0.9208,45615,28800,scanning,1
1600000389,192.168.1.67,23002,10.0.0.7,80,tcp,0.8501,2503,538,normal,0
1600000623,192.168.1.79,14883,10.0.0.5,1883,tcp,0.0887,840,148,normal,0
1600000942,192.168.1.184,14045,10.0.0.8,1883,tcp,0.6258,1270,410,normal,0
1600000009,192.168.1.166,37290,10.0.0.3,80,tcp,0.8145,953,249,normal,0
1600000655,192.168.1.71,61177,10.0.0.1,80,tcp,0.754,1218,1124,normal,0
1600000189,192.168.1.46,18916,10.0.0.6,502,tcp,0.6628,3367,1816,normal,0
1600000186,192.168.1.58,28402,10.0.0.7,1883,tcp,0.419,336,306,normal,0
1600000571,192.168.1.144,11378,10.0.0.4,1883,tcp,0.3247,56477,45622,backdoor,1
1600000705,192.168.1.14,37112,10.0.0.6,502,tcp,0.4115,1341,1939,normal,0
1600000194,192.168.1.24,24290,10.0.0.5,502,tcp,1.885,90518,57282,scanning,1
1600000730,192.168.1.137,17207,10.0.0.5,8883,tcp,0.1559,108532,24198,password,1
1600000079,192.168.1.199,9174,10.0.0.1,1883,tcp,0.2071,752,153,normal,0
1600000457,192.168.1.124,51758,10.0.0.4,80,tcp,0.6727,2323,882,normal,0
1600000911,192.168.1.161,17276,10.0.0.9,1883,tcp,0.6527,1023,1645,normal,0
1600000840,192.168.1.100,47244,10.0.0.7,502,tcp,0.7315,39947,34637,backdoor,1
1600000696,192.168.1.70,48838,10.0.0.9,80,tcp,0.3903,50877,32293,backdoor,1
1600000420,192.168.1.101,33360,10.0.0.3,80,tcp,0.3577,107494,19782,scanning,1
1600000755,192.168.1.75,26083,10.0.0.5,1883,tcp,0.6625,1011,684,normal,0
1600000109,192.168.1.30,1860,10.0.0.2,80,tcp,0.736,61364,42187,ddos,1
1600000086,192.168.1.87,4992,10.0.0.5,8883,tcp,1.5266,109829,73479,backdoor,1
1600000017,192.168.1.176,59439,10.0.0.6,8883,tcp,0.1599,1142,743,normal,0
1600000399,192.168.1.29,64431,10.0.0.8,80,tcp,1.0054,2924,369,normal,0
1600000623,192.168.1.109,5518,10.0.0.3,1883,tcp,1.0251,62713,46647,ddos,1
1600000242,192.168.1.70,9618,10.0.0.6,502,tcp,0.8423,20680,31905,scanning,1
1600000025,192.168.1.172,22763,10.0.0.5,1883,tcp,2.0809,3281,962,normal,0
1600000228,192.168.1.185,57158,10.0.0.5,1883,tcp,1.4888,8729,14987,ddos,1
1600000014,192.168.1.185,5921,10.0.0.7,8883,tcp,0.1833,529,269,normal,0
1600000673,192.168.1.139,37759,10.0.0.3,1883,tcp,1.7206,617,995,normal,0
1600000074,192.168.1.190,62686,10.0.0.5,1883,tcp,0.0732,28228,21714,ddos,1
1600000797,192.168.1.70,34970,10.0.0.2,502,tcp,0.2162,1935,1970,normal,0
1600000488,192.168.1.45,57309,10.0.0.2,502,tcp,0.7109,827,541,normal,0
1600000840,192.168.1.193,49965,10.0.0.9,8883,tcp,1.7305,49736,53705,scanning,1
1600000205,192.168.1.88,13722,10.0.0.6,8883,tcp,0.0428,561,512,normal,0
1600000916,192.168.1.115,19284,10.0.0.9,8883,tcp,0.1073,3361,2792,normal,0
1600000308,192.168.1.97,49802,10.0.0.1,502,tcp,0.24,627,333,normal,0
1600000186,192.168.1.76,1930,10.0.0.5,502,tcp,0.0435,337,211,normal,0
1600000047,192.168.1.97,6551,10.0.0.5,80,tcp,1.1571,32466,24478,password,1
1600000907,192.168.1.138,51496,10.0.0.1,80,tcp,0.2678,2100,1236,normal,0
1600000507,192.168.1.85,63594,10.0.0.4,8883,tcp,1.8541,29646,18636,scanning,1
1600000655,192.168.1.115,12999,10.0.0.7,8883,tcp,0.1476,110133,25254,password,1
1600000827,192.168.1.33,58445,10.0.0.8,8883,tcp,0.0818,2359,773,normal,0
1600000322,192.168.1.148,22169,10.0.0.3,502,tcp,0.2572,809,2812,normal,0
1600000156,192.168.1.74,13121,10.0.0.9,502,tcp,0.8001,1601,298,normal,0
1600000952,192.168.1.155,2717,10.0.0.9,80,tcp,0.3528,2551,1484,normal,0
1600000977,192.168.1.67,6943,10.0.0.9,80,tcp,0.1579,96472,90939,backdoor,1
1600000587,192.168.1.191,60731,10.0.0.4,1883,tcp,1.3223,18799,8891,backdoor,1
1600000524,192.168.1.93,46061,10.0.0.5,8883,tcp,0.5304,32417,52139,ddos,1
1600000524,192.168.1.199,15622,10.0.0.4,1883,tcp,1.3542,11710,4374,ddos,1
1600000020,192.168.1.194,14116,10.0.0.2,80,tcp,0.0016,2356,1990,normal,0
1600000834,192.168.1.188,42265,10.0.0.4,8883,tcp,0.2967,738,2327,normal,0
1600000797,192.168.1.66,11444,10.0.0.7,502,tcp,0.2761,1582,1854,normal,0
1600000269,192.168.1.90,49898,10.0.0.2,8883,tcp,0.3587,2993,1444,normal,0
1600000846,192.168.1.150,33918,10.0.0.1,80,tcp,1.0933,1592,968,normal,0
1600000288,192.168.1.109,16798,10.0.0.5,80,tcp,0.2033,2237,288,normal,0
1600000784,192.168.1.193,32202,10.0.0.1,80,tcp,1.1935,15345,10456,scanning,1
1600000807,192.168.1.94,7657,10.0.0.1,80,tcp,0.4162,1893,1267,normal,0
1600000761,192.168.1.187,9412,10.0.0.6,80,tcp,0.0763,1085,889,normal,0
1600000590,192.168.1.183,60309,10.0.0.1,80,tcp,0.8135,1958,2101,normal,0
1600000070,192.168.1.132,24981,10.0.0.5,8883,tcp,2.9129,137,473,normal,0
1600000545,192.168.1.104,8631,10.0.0.7,1883,tcp,0.4352,841,124,normal,0
1600000966,192.168.1.178,53675,10.0.0.6,502,tcp,0.1128,731,223,normal,0
1600000014,192.168.1.162,64475,10.0.0.8,502,tcp,1.2014,1065,205,normal,0
1600000372,192.168.1.19,22100,10.0.0.5,8883,tcp,0.9294,172,265,normal,0
1600000730,192.168.1.178,42774,10.0.0.2,80,tcp,0.1193,106005,55425,scanning,1
1600000518,192.168.1.132,46705,10.0.0.2,502,tcp,1.4148,3222,1019,normal,0
1600000653,192.168.1.133,61582,10.0.0.5,8883,tcp,0.3498,81791,57023,backdoor,1
1600000462,192.168.1.116,38976,10.0.0.9,1883,tcp,0.6732,2717,603,normal,0
1600000692,192.168.1.19,41247,10.0.0.9,8883,tcp,1.4334,1165,248,normal,0
1600000165,192.168.1.22,57630,10.0.0.4,502,tcp,0.6704,1699,720,normal,0
1600000876,192.168.1.56,56282,10.0.0.3,1883,tcp,0.1519,1468,2165,normal,0
1600000944,192.168.1.187,33789,10.0.0.8,80,tcp,0.1308,1041,341,normal,0
1600000469,192.168.1.65,35821,10.0.0.5,502,tcp,0.5779,744,1173,normal,0
1600000679,192.168.1.54,56315,10.0.0.1,1883,tcp,0.7984,21983,5879,ddos,1
1600000538,192.168.1.95,21611,10.0.0.7,80,tcp,0.4773,17351,22293,password,1
1600000762,192.168.1.169,4399,10.0.0.3,80,tcp,0.2515,1874,2543,normal,0
1600000177,192.168.1.144,61897,10.0.0.5,80,tcp,1.397,27954,30067,ddos,1
1600000091,192.168.1.81,16424,10.0.0.6,1883,tcp,0.4146,26439,64658,ddos,1
1600000358,192.168.1.167,56761,10.0.0.6,1883,tcp,0.024,3836,762,normal,0
1600000485,192.168.1.161,65441,10.0.0.6,1883,tcp,0.0802,1790,640,normal,0
1600000927,192.168.1.65,60223,10.0.0.2,1883,tcp,0.2573,857,897,normal,0
1600000328,192.168.1.126,41065,10.0.0.8,8883,tcp,0.235,1460,456,normal,0
1600000564,192.168.1.96,36228,10.0.0.9,80,tcp,0.1557,1534,1984,normal,0
1600000237,192.168.1.108,51410,10.0.0.5,8883,tcp,0.1175,2450,1487,normal,0
1600000696,192.168.1.196,41938,10.0.0.7,1883,tcp,0.4686,2692,1035,normal,0
1600000726,192.168.1.53,2456,10.0.0.8,8883,tcp,0.0181,980,155,normal,0
1600000408,192.168.1.182,14000,10.0.0.1,502,tcp,0.0694,2039,809,normal,0
1600000549,192.168.1.10,62448,10.0.0.6,80,tcp,1.3645,1888,543,normal,0
1600000027,192.168.1.191,1636,10.0.0.3,1883,tcp,0.5232,3731,491,normal,0
1600000082,192.168.1.161,49440,10.0.0.6,80,tcp,1.8886,63674,30014,scanning,1
1600000579,192.168.1.138,53001,10.0.0.6,1883,tcp,0.7367,895,1813,normal,0
1600000433,192.168.1.150,33728,10.0.0.3,80,tcp,0.5164,20461,23129,scanning,1
1600000802,192.168.1.130,11510,10.0.0.2,1883,tcp,0.612,46045,48599,backdoor,1
1600000199,192.168.1.191,25663,10.0.0.8,80,tcp,0.3701,4655,2344,normal,0
1600000410,192.168.1.157,30884,10.0.0.3,502,tcp,1.384,45822,34702,scanning,1
1600000051,192.168.1.111,30049,10.0.0.8,8883,tcp,0.1617,1466,621,normal,0
1600000027,192.168.1.15,11761,10.0.0.9,8883,tcp,0.0619,2438,1856,normal,0
1600000040,192.168.1.195,52090,10.0.0.2,502,tcp,0.4054,287,226,normal,0
1600000738,192.168.1.83,56153,10.0.0.5,8883,tcp,0.2241,557,117,normal,0
1600000434,192.168.1.62,62625,10.0.0.3,1883,tcp,0.0093,808,800,normal,0
1600000789,192.168.1.59,29571,10.0.0.1,80,tcp,0.0658,1695,1547,normal,0
1600000007,192.168.1.76,43406,10.0.0.2,1883,tcp,0.331,702,535,normal,0
1600000075,192.168.1.93,5110,10.0.0.6,8883,tcp,0.5405,4732,2880,normal,0
1600000298,192.168.1.125,45390,10.0.0.6,8883,tcp,1.7161,72176,24745,scanning,1
1600000581,192.168.1.118,34467,10.0.0.3,1883,tcp,0.1258,2587,870,normal,0
1600000104,192.168.1.175,17998,10.0.0.1,8883,tcp,0.2854,453,512,normal,0
1600000198,192.168.1.111,49072,10.0.0.5,80,tcp,0.027,916,374,normal,0
1600000096,192.168.1.11,29908,10.0.0.6,1883,tcp,1.2237,2463,224,normal,0
1600000849,192.168.1.53,3842,10.0.0.9,8883,tcp,0.2716,4237,2245,normal,0
1600000423,192.168.1.94,52844,10.0.0.5,80,tcp,0.165,499,737,normal,0
1600000896,192.168.1.161,10511,10.0.0.3,1883,tcp,0.4434,4140,2350,normal,0
1600000378,192.168.1.57,32289,10.0.0.9,1883,tcp,0.1112,2483,207,normal,0
1600000843,192.168.1.175,30762,10.0.0.3,1883,tcp,0.3713,693,1350,normal,0
1600000222,192.168.1.82,27895,10.0.0.4,8883,tcp,0.2847,1208,1438,normal,0
1600000080,192.168.1.153,36036,10.0.0.5,8883,tcp,0.2039,805,2102,normal,0
1600000993,192.168.1.169,49668,10.0.0.7,502,tcp,1.1711,24688,34159,scanning,1
1600000505,192.168.1.128,32261,10.0.0.9,1883,tcp,0.0077,4470,1248,normal,0
1600000149,192.168.1.113,14037,10.0.0.4,502,tcp,0.806,26155,34696,scanning,1
1600000175,192.168.1.121,63581,10.0.0.4,1883,tcp,0.2746,860,471,normal,0
1600000412,192.168.1.165,19177,10.0.0.9,80,tcp,1.3449,72882,51133,scanning,1
1600000391,192.168.1.44,51281,10.0.0.4,8883,tcp,0.2646,1105,1006,normal,0
1600000705,192.168.1.64,3533,10.0.0.2,80,tcp,0.1017,1701,319,normal,0
1600000735,192.168.1.34,26084,10.0.0.1,1883,tcp,0.6734,2893,1583,normal,0
1600000301,192.168.1.124,46492,10.0.0.5,80,tcp,0.0694,2710,1247,normal,0
1600000368,192.168.1.27,4018,10.0.0.8,1883,tcp,0.7241,624,2989,normal,0
1600000917,192.168.1.138,43868,10.0.0.1,1883,tcp,0.8395,22167,13546,password,1
1600000001,192.168.1.171,30554,10.0.0.8,1883,tcp,0.5456,780,1152,normal,0
1600000244,192.168.1.96,6181,10.0.0.3,502,tcp,0.6291,103658,25174,scanning,1
1600000088,192.168.1.13,36560,10.0.0.1,1883,tcp,0.2138,1606,458,normal,0
1600000890,192.168.1.92,54651,10.0.0.8,502,tcp,0.3662,2898,1439,normal,0
1600000636,192.168.1.121,45675,10.0.0.1,8883,tcp,1.5554,2182,1075,normal,0
1600000073,192.168.1.142,62980,10.0.0.2,80,tcp,0.5971,26072,14293,backdoor,1
1600000343,192.168.1.40,43538,10.0.0.5,80,tcp,0.4657,2015,1299,normal,0
1600000298,192.168.1.124,13565,10.0.0.5,80,tcp,1.145,2242,2375,normal,0
1600000051,192.168.1.42,20259,10.0.0.1,502,tcp,1.2485,3225,1035,normal,0
1600000576,192.168.1.94,13486,10.0.0.8,80,tcp,0.7465,87129,22010,ddos,1
1600000222,192.168.1.93,30637,10.0.0.9,502,tcp,1.1394,100891,67380,scanning,1
1600000344,192.168.1.141,62796,10.0.0.6,1883,tcp,0.2892,1211,331,normal,0
1600000344,192.168.1.157,26347,10.0.0.3,1883,tcp,0.3542,3666,2461,normal,0
1600000010,192.168.1.116,20903,10.0.0.9,502,tcp,0.8675,376,877,normal,0
1600000538,192.168.1.72,2360,10.0.0.7,80,tcp,1.2366,3399,454,normal,0
1600000185,192.168.1.77,9733,10.0.0.3,8883,tcp,0.1005,372,650,normal,0
1600000832,192.168.1.72,19356,10.0.0.8,1883,tcp,0.9184,23759,31829,ddos,1
1600000470,192.168.1.106,9165,10.0.0.8,502,tcp,0.1897,1760,1132,normal,0
1600000312,192.168.1.146,18694,10.0.0.4,1883,tcp,0.6186,40335,23175,scanning,1
1600000196,192.168.1.57,11311,10.0.0.9,502,tcp,1.5592,54824,62657,password,1
1600000854,192.168.1.91,42341,10.0.0.5,502,tcp,0.9632,26883,12570,scanning,1
1600000370,192.168.1.44,15729,10.0.0.5,502,tcp,0.7972,121583,29712,backdoor,1
1600000009,192.168.1.38,4576,10.0.0.2,8883,tcp,0.5806,2184,1436,normal,0
1600000587,192.168.1.25,17770,10.0.0.2,502,tcp,1.5529,1861,917,normal,0
1600000197,192.168.1.18,62651,10.0.0.3,8883,tcp,1.0096,31921,13707,ddos,1
1600000385,192.168.1.186,44493,10.0.0.9,80,tcp,0.056,382,1155,normal,0
1600000177,192.168.1.69,45845,10.0.0.1,8883,tcp,0.9653,1274,767,normal,0
1600000130,192.168.1.173,42937,10.0.0.1,8883,tcp,0.4804,453,985,normal,0
1600000420,192.168.1.20,43117,10.0.0.1,8883,tcp,0.0349,1909,673,normal,0
1600000239,192.168.1.20,19510,10.0.0.9,80,tcp,0.0859,894,444,normal,0
1600000812,192.168.1.92,48971,10.0.0.7,1883,tcp,0.4407,199,162,normal,0
1600000622,192.168.1.68,52412,10.0.0.7,1883,tcp,0.1189,791,1845,normal,0
1600000873,192.168.1.139,35732,10.0.0.1,502,tcp,0.1362,20028,7413,ddos,1
1600000259,192.168.1.56,19882,10.0.0.3,1883,tcp,0.1875,302,780,normal,0
1600000731,192.168.1.169,30820,10.0.0.8,1883,tcp,1.3227,10607,23455,ddos,1
1600000570,192.168.1.178,61546,10.0.0.5,8883,tcp,0.4104,51348,13411,scanning,1
1600000474,192.168.1.148,49458,10.0.0.3,8883,tcp,0.0893,890,1048,normal,0
1600000257,192.168.1.23,6826,10.0.0.3,8883,tcp,1.1378,93269,9531,backdoor,1
1600000044,192.168.1.50,36093,10.0.0.1,8883,tcp,0.2068,378,56,normal,0
1600000283,192.168.1.16,54270,10.0.0.2,502,tcp,0.7323,337,600,normal,0
1600000502,192.168.1.131,15971,10.0.0.6,8883,tcp,0.0557,1582,2589,normal,0
1600000107,192.168.1.185,30536,10.0.0.7,80,tcp,0.8384,580,336,normal,0
1600000157,192.168.1.116,63926,10.0.0.9,8883,tcp,1.3769,810,281,normal,0
1600000613,192.168.1.42,36052,10.0.0.9,1883,tcp,0.2498,29743,4970,backdoor,1
1600000712,192.168.1.199,40088,10.0.0.3,1883,tcp,1.7746,43060,95386,scanning,1
1600000947,192.168.1.129,64618,10.0.0.2,1883,tcp,0.5339,162,241,normal,0
1600000198,192.168.1.53,49842,10.0.0.3,80,tcp,0.0232,452,152,normal,0
1600000882,192.168.1.119,27605,10.0.0.1,8883,tcp,0.5887,497,124,normal,0
1600000077,192.168.1.21,44176,10.0.0.3,1883,tcp,0.3485,764,285,normal,0
1600000912,192.168.1.55,25839,10.0.0.3,80,tcp,0.8138,700,864,normal,0
1600000450,192.168.1.28,28711,10.0.0.2,502,tcp,0.6138,295,272,normal,0
1600000673,192.168.1.117,56432,10.0.0.3,502,tcp,0.8503,2069,1078,normal,0
1600000902,192.168.1.85,57463,10.0.0.5,8883,tcp,0.7935,953,103,normal,0
1600000998,192.168.1.131,56556,10.0.0.1,502,tcp,0.8831,784,1056,normal,0
1600000452,192.168.1.155,60716,10.0.0.2,502,tcp,0.2714,841,386,normal,0
1600000296,192.168.1.116,42168,10.0.0.3,80,tcp,0.0669,3107,352,normal,0
1600000920,192.168.1.17,46640,10.0.0.5,502,tcp,0.4703,1038,2787,normal,0
1600000618,192.168.1.93,58682,10.0.0.2,80,tcp,0.0069,1025,223,normal,0
1600000291,192.168.1.56,39715,10.0.0.9,80,tcp,0.4807,2003,965,normal,0
1600000758,192.168.1.88,33895,10.0.0.5,1883,tcp,1.333,1372,368,normal,0
1600000926,192.168.1.120,21225,10.0.0.7,502,tcp,0.657,2037,374,normal,0
1600000040,192.168.1.18,19438,10.0.0.5,502,tcp,0.4292,80916,74466,backdoor,1
1600000322,192.168.1.79,19935,10.0.0.3,80,tcp,0.5963,15239,4728,password,1
1600000458,192.168.1.128,62229,10.0.0.4,8883,tcp,0.0459,810,953,normal,0
1600000654,192.168.1.76,22166,10.0.0.4,1883,tcp,1.6446,1439,1519,normal,0
1600000388,192.168.1.66,13609,10.0.0.8,502,tcp,0.1202,69035,64424,backdoor,1
1600000453,192.168.1.114,57018,10.0.0.9,80,tcp,0.1351,1647,174,normal,0
1600000086,192.168.1.147,17951,10.0.0.5,1883,tcp,0.4813,1785,691,normal,0
1600000097,192.168.1.182,14090,10.0.0.3,1883,tcp,0.0745,485,311,normal,0
1600000425,192.168.1.31,13276,10.0.0.8,502,tcp,0.9643,1513,835,normal,0
1600000520,192.168.1.29,50108,10.0.0.5,80,tcp,0.6322,105255,33231,scanning,1
1600000821,192.168.1.62,48775,10.0.0.5,502,tcp,0.5172,1553,991,normal,0
1600000148,192.168.1.118,59634,10.0.0.6,1883,tcp,0.2088,3343,2818,normal,0
1600000291,192.168.1.69,38532,10.0.0.6,1883,tcp,1.1638,88033,77389,backdoor,1
1600000975,192.168.1.82,34476,10.0.0.2,80,tcp,0.1763,194,206,normal,0
1600000002,192.168.1.24,27671,10.0.0.6,80,tcp,0.749,62164,63885,password,1
1600000173,192.168.1.68,48854,10.0.0.3,502,tcp,1.009,1169,790,normal,0
1600000272,192.168.1.115,54874,10.0.0.3,1883,tcp,1.3021,758,436,normal,0
1600000306,192.168.1.11,34134,10.0.0.5,8883,tcp,0.3786,5385,509,normal,0
1600000556,192.168.1.78,54409,10.0.0.9,80,tcp,0.1372,18527,23221,ddos,1
1600000727,192.168.1.11,26150,10.0.0.6,8883,tcp,1.473,3215,1607,normal,0
1600000309,192.168.1.152,21669,10.0.0.1,502,tcp,0.2799,1007,1955,normal,0
1600000896,192.168.1.82,21019,10.0.0.2,8883,tcp,1.4415,32975,10058,backdoor,1
1600000569,192.168.1.23,9711,10.0.0.7,1883,tcp,0.5138,11135,3858,scanning,1
1600000477,192.168.1.81,32560,10.0.0.5,1883,tcp,0.5376,402,825,normal,0
1600000798,192.168.1.11,18103,10.0.0.7,8883,tcp,0.435,703,1951,normal,0
1600000190,192.168.1.10,22244,10.0.0.2,502,tcp,0.5333,264,394,normal,0
1600000330,192.168.1.187,30012,10.0.0.7,8883,tcp,1.2417,2202,861,normal,0
1600000072,192.168.1.59,41917,10.0.0.9,1883,tcp,0.0661,2455,446,normal,0
1600000969,192.168.1.64,2074,10.0.0.2,502,tcp,0.1937,2707,1441,normal,0
1600000026,192.168.1.59,36409,10.0.0.8,1883,tcp,0.0094,2066,1661,normal,0
1600000285,192.168.1.97,8163,10.0.0.6,1883,tcp,1.0943,1036,1431,normal,0
1600000543,192.168.1.86,48984,10.0.0.1,1883,tcp,1.1852,1018,670,normal,0
1600000363,192.168.1.188,63699,10.0.0.6,1883,tcp,1.0991,1658,3213,normal,0
1600000941,192.168.1.66,30296,10.0.0.7,80,tcp,0.2827,1132,669,normal,0
1600000759,192.168.1.137,40617,10.0.0.9,502,tcp,0.0602,3299,396,normal,0
1600000448,192.168.1.125,25945,10.0.0.8,502,tcp,0.038,1059,362,normal,0
1600000043,192.168.1.43,51422,10.0.0.1,1883,tcp,0.2331,869,1434,normal,0
1600000533,192.168.1.171,3094,10.0.0.6,80,tcp,1.1787,10177,1901,scanning,1
1600000320,192.168.1.196,48304,10.0.0.6,80,tcp,0.0272,1723,635,normal,0
1600000997,192.168.1.103,63242,10.0.0.8,502,tcp,0.9008,1473,1349,normal,0
1600000548,192.168.1.108,56642,10.0.0.1,80,tcp,0.6076,79116,31222,backdoor,1
1600000927,192.168.1.64,28241,10.0.0.9,80,tcp,1.9106,9204,6630,password,1
1600000092,192.168.1.186,55283,10.0.0.9,1883,tcp,0.1056,1100,545,normal,0
1600000191,192.168.1.16,57808,10.0.0.4,1883,tcp,0.3804,1291,854,normal,0
1600000988,192.168.1.100,2769,10.0.0.4,8883,tcp,0.0796,955,913,normal,0
1600000317,192.168.1.164,3595,10.0.0.3,80,tcp,0.6032,1802,1368,normal,0
1600000883,192.168.1.98,34442,10.0.0.7,1883,tcp,0.0659,2989,1424,normal,0
1600000622,192.168.1.130,61558,10.0.0.6,1883,tcp,1.5994,2649,3345,scanning,1
1600000269,192.168.1.24,53903,10.0.0.3,80,tcp,2.9947,1169,2151,normal,0
1600000332,192.168.1.170,63550,10.0.0.1,502,tcp,1.4597,43769,49224,scanning,1
1600000339,192.168.1.67,54956,10.0.0.9,1883,tcp,0.1164,512,388,normal,0
1600000226,192.168.1.10,3825,10.0.0.8,1883,tcp,0.2599,1362,1175,normal,0
1600000644,192.168.1.46,8477,10.0.0.3,1883,tcp,0.0233,1090,617,normal,0
1600000457,192.168.1.110,43068,10.0.0.1,502,tcp,0.7726,862,1792,normal,0
1600000015,192.168.1.54,39898,10.0.0.1,502,tcp,0.1326,1918,1592,normal,0
1600000050,192.168.1.52,43938,10.0.0.1,1883,tcp,0.2321,675,1489,normal,0
1600000402,192.168.1.130,48785,10.0.0.9,1883,tcp,1.0105,1255,1090,normal,0
1600000511,192.168.1.159,5943,10.0.0.4,80,tcp,0.4742,27197,7108,ddos,1
1600000363,192.168.1.185,30166,10.0.0.9,502,tcp,1.4551,1962,2235,normal,0
1600000109,192.168.1.163,40042,10.0.0.8,80,tcp,1.3828,39384,39085,backdoor,1
1600000899,192.168.1.131,31235,10.0.0.9,80,tcp,0.6792,1388,734,normal,0
1600000699,192.168.1.85,19018,10.0.0.9,8883,tcp,0.5275,1516,766,normal,0
1600000614,192.168.1.83,51620,10.0.0.4,502,tcp,0.2786,2153,2939,normal,0
1600000069,192.168.1.153,38692,10.0.0.6,80,tcp,0.5758,758,430,normal,0
1600000879,192.168.1.164,33062,10.0.0.3,80,tcp,0.5338,18915,15928,ddos,1
